City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,rosarito,32.3333,-117.0333,288.77,74,2,2.28,MX,1702088133
367,mulayjah,27.271,48.4242,291.45,29,100,3.28,SA,1702088307
368,kavieng,-2.5744,150.7967,300.82,79,100,1.66,PG,1702088307
369,ludington,43.9553,-86.4526,283.25,85,0,5.81,US,1702088308
370,yuzhno-kurilsk,44.0306,145.8556,280.03,72,60,5.13,RU,1702088308
371,nogliki,51.8333,143.1667,268.9,87,100,3.58,RU,1702088167
372,nouadhibou,20.931,-17.0347,292.14,72,0,5.66,MR,1702088309
373,lafiagi,8.8667,5.4167,297.24,26,23,0.49,NG,1702088310
374,malabo,3.75,8.7833,296.07,88,20,0.0,GQ,1702088310
375,kolonia,50.9333,6.95,281.46,84,100,3.6,DE,1702088125
376,nova sintra,14.8667,-24.7167,295.63,65,0,4.74,CV,1702088122
377,ma'rib,15.4591,45.3253,286.08,35,15,1.06,YE,1702088312
378,kayangel,8.0823,134.7173,300.95,80,28,5.55,PW,1702088200
379,okha,53.5739,142.9478,266.76,93,100,4.69,RU,1702088313
380,choyr,46.3611,108.3611,253.44,80,4,1.03,MN,1702088313
381,kawalu,-7.3817,108.2082,300.27,74,64,1.75,ID,1702088314
382,mar del plata,-38.0023,-57.5575,289.19,77,0,8.94,AR,1702088254
383,guerrero negro,27.9769,-114.0611,291.23,72,6,5.64,MX,1702088315
384,abu jibeha,11.4562,31.2285,294.81,19,39,3.12,SD,1702088316
385,san vicente,-26.6167,-54.1333,290.45,85,1,2.26,AR,1702088316
386,shendi,16.6915,33.4341,294.01,33,100,3.52,SD,1702088317
387,kaliganj,23.4095,89.1402,293.55,79,1,3.11,BD,1702088317
388,aljezur,37.3191,-8.8033,287.27,87,100,1.0,PT,1702088317
389,vallenar,-28.5708,-70.7581,295.73,46,0,1.09,CL,1702088318
390,shingu,33.7333,135.9833,291.07,61,100,1.45,JP,1702088318
391,mount zion,39.7714,-88.8742,285.38,82,100,7.72,US,1702088319
392,island harbour,50.724,-1.2758,283.41,91,100,3.13,GB,1702088320
393,mendoza,-32.8908,-68.8272,300.89,39,0,1.54,AR,1702088102
394,dwarka,22.2394,68.9678,295.23,50,1,4.01,IN,1702088320
395,borrazopolis,-23.9411,-51.5875,293.64,96,1,1.22,BR,1702088321
396,darwin,-12.4611,130.8418,309.29,63,20,2.57,AU,1702088125
397,charters towers,-20.1,146.2667,304.82,30,0,4.98,AU,1702088205
398,north bend,43.4065,-124.2243,280.29,100,0,2.06,US,1702088322
399,east london,-33.0153,27.9116,293.34,88,99,3.19,ZA,1702088164
400,harper,4.375,-7.7169,299.07,84,6,2.28,LR,1702088323
401,puerto ayora,-0.7393,-90.3518,297.34,96,100,1.79,EC,1702088107
402,sena madureira,-9.0656,-68.6569,296.0,99,100,1.27,BR,1702088123
403,missoula,47.0166,-113.8009,269.37,80,86,2.13,US,1702087794
404,collie,-33.3667,116.15,293.87,28,0,4.85,AU,1702088325
405,hajin,34.6927,40.827,289.2,59,100,6.1,SY,1702088326
406,mana,5.6592,-53.7767,298.89,88,7,4.69,GF,1702088326
407,buka,40.8108,69.1986,274.46,96,100,1.33,UZ,1702088326
408,danielskuil,-28.1887,23.5395,287.89,27,0,2.89,ZA,1702088327
409,rawson,-43.3002,-65.1023,288.84,86,100,4.47,AR,1702088327
410,kimberley,-28.7323,24.7623,289.98,29,0,3.6,ZA,1702088328
411,taroa,8.7058,171.2275,300.56,76,100,9.52,MH,1702088328
412,sittwe,20.15,92.9,296.99,85,56,2.78,MM,1702088329
413,catende,-8.6667,-35.7167,296.18,94,100,1.78,BR,1702088329
414,virginia,37.5481,-77.4467,281.53,76,0,0.0,US,1702088107
415,moose jaw,50.4001,-105.5344,268.29,86,100,4.12,CA,1702088330
416,chui,-33.6971,-53.4616,287.6,78,0,3.18,UY,1702088330
417,ambalangoda,6.2355,80.0538,298.73,84,53,0.75,LK,1702088331
418,wainwright,52.839,-110.8572,267.59,81,100,2.9,CA,1702088120
419,smithers,54.7804,-127.1743,263.33,92,20,1.54,CA,1702088115
420,opuwo,-18.0607,13.84,295.32,46,64,1.97,NA,1702088332
421,crane,31.3974,-102.3501,291.21,21,0,5.69,US,1702088333
422,slave lake,55.2834,-114.769,268.14,74,0,5.14,CA,1702088080
423,tazovsky,67.4667,78.7,235.69,100,37,1.16,RU,1702088333
424,mahina,-17.5065,-149.489,300.02,78,40,4.12,PF,1702088334
425,rouissat,31.9243,5.3502,287.96,51,95,6.67,DZ,1702088334
426,kangiwa,12.5521,3.8187,294.73,15,94,4.15,NG,1702088335
427,den burg,53.0542,4.7972,281.48,94,100,6.69,NL,1702088335
428,svirsk,53.0858,103.3325,241.38,97,98,0.96,RU,1702088335
429,novyy urgal,51.0736,132.5642,258.43,82,100,2.27,RU,1702088336
430,ilukste,55.9775,26.2966,262.49,98,100,1.46,LV,1702088336
431,upington,-28.4478,21.2561,291.36,29,0,3.6,ZA,1702088337
432,castillos,-34.1667,-53.8333,287.12,76,3,2.91,UY,1702088337
433,isyangulovo,52.1909,52.1909,257.41,87,9,2.57,RU,1702088338
434,kapa'a,22.0752,-159.319,300.14,82,100,2.57,US,1702088338
435,priozersk,61.0393,30.1291,267.1,79,100,3.89,RU,1702088338
436,tangalle,6.024,80.7911,298.35,88,76,1.79,LK,1702088339
437,vyazemskiy,47.5378,134.7525,260.5,82,6,5.89,RU,1702088339
438,kiunga,-6.1219,141.2906,302.99,74,32,1.08,PG,1702088340
439,ramhormoz,31.28,49.6035,292.1,36,80,1.41,IR,1702088340
440,phongsali,21.6833,102.1058,289.51,94,60,0.53,LA,1702088341
441,palmer,42.1584,-72.3287,275.68,82,20,0.0,US,1702088341
442,vilyuchinsk,52.9306,158.4028,274.3,79,74,0.92,RU,1702088342
443,saldanha,-33.0117,17.9442,289.18,88,0,7.96,ZA,1702088342
444,bardai,11.65,7.2333,291.63,17,83,3.94,NG,1702088343
445,papao,-17.75,-149.55,299.97,88,100,6.76,PF,1702088343
446,robertsport,6.7533,-11.3686,300.35,79,2,2.89,LR,1702088343
447,wajir,1.7471,40.0573,298.14,73,50,3.73,KE,1702088344
448,vero beach,27.6386,-80.3973,294.81,76,75,0.45,US,1702088342
449,nekrasovka,48.3525,135.2325,259.64,90,69,8.0,RU,1702088345
450,damavand,35.7178,52.065,276.39,67,14,0.47,IR,1702088346
451,daru,-9.0763,143.2092,302.51,67,100,3.95,PG,1702088346
452,kattivakkam,13.2167,80.3167,299.2,83,46,3.87,IN,1702088347
453,katsuren-haebaru,26.3369,127.8719,298.58,62,0,6.17,JP,1702088347
454,gulf shores,30.246,-87.7008,291.51,82,40,2.06,US,1702088348
455,antsiranana,-12.2787,49.2917,298.67,86,82,6.35,MG,1702088348
456,broken hill,-31.95,141.4333,311.45,12,96,11.37,AU,1702088349
457,balurghat,25.2167,88.7667,293.87,70,100,2.31,IN,1702088350
458,hobyo,5.3505,48.5268,298.84,75,33,7.19,SO,1702088350
459,vilyuysk,63.7553,121.6247,243.35,97,100,2.52,RU,1702088351
460,montrose,38.4166,-108.2673,267.82,61,27,2.67,US,1702088351
461,fort mcmurray,56.7268,-111.381,264.92,86,0,3.6,CA,1702088352
462,bochum,51.4833,7.2167,280.9,81,100,1.34,DE,1702088353
463,aliwal north,-30.6937,26.7114,288.57,79,84,3.1,ZA,1702088353
464,bamboo flat,11.7,92.7167,301.2,83,40,2.57,IN,1702088354
465,iskateley,67.6803,53.1512,254.27,90,100,3.58,RU,1702088354
466,sos'va,59.1766,61.8558,242.07,98,24,1.34,RU,1702088355
467,mount isa,-20.7333,139.5,309.02,30,75,3.09,AU,1702088355
468,fort bragg,35.139,-79.006,285.06,63,0,2.06,US,1702088356
469,popondetta,-8.7537,148.2534,307.35,43,100,2.82,PG,1702088356
470,kstovo,56.1473,44.1979,251.14,94,100,3.14,RU,1702088357
471,adrar,20.5022,-10.0711,291.26,24,86,5.13,MR,1702088357
472,alvaraes,-3.2208,-64.8042,295.91,98,100,0.45,BR,1702088358
473,susuman,62.7833,148.1667,251.47,98,100,0.45,RU,1702088358
474,nguigmi,14.2495,13.1092,293.23,22,98,4.44,NE,1702088359
475,ambon,-3.6954,128.1814,307.23,55,40,3.6,ID,1702088359
476,pallappatti,10.7,77.8833,297.2,91,72,1.8,IN,1702088359
477,tongliao,43.6125,122.2653,262.52,53,0,4.98,CN,1702088360
478,noosa heads,-26.3833,153.15,300.99,60,74,4.14,AU,1702088361
479,brookings,44.3114,-96.7984,276.18,79,100,9.26,US,1702088361
480,singarayakonda,15.25,80.0333,297.38,82,90,3.02,IN,1702088362
481,agar,23.7,76.0167,290.43,67,3,0.67,IN,1702088362
482,lame,10.4415,9.2396,291.23,21,89,0.83,NG,1702088363
483,lewiston orchards,46.3804,-116.9754,277.1,70,0,2.06,US,1702088258
484,kalmunai,7.4167,81.8167,299.32,84,100,1.21,LK,1702088364
485,mubende,0.5606,31.39,288.67,97,27,0.4,UG,1702088365
486,geraldton,-28.7667,114.6,301.38,24,0,10.29,AU,1702088365
487,van,38.4924,43.3831,277.79,75,75,1.54,TR,1702088328
488,saint-joseph,-21.3667,55.6167,297.36,84,78,1.94,RE,1702088366
489,callao,-12.0667,-77.15,295.22,77,20,6.17,PE,1702088366
490,dongola,19.1667,30.4833,289.72,31,0,3.61,SD,1702088367
491,tucuma,-0.1833,-50.05,299.34,85,89,3.71,BR,1702088367
492,kursenai,55.985,22.9189,267.29,96,100,3.07,LT,1702088368
493,borgonovo valtidone,45.0144,9.4435,277.19,99,100,0.3,IT,1702088368
494,pajok,3.8651,32.4821,294.58,66,6,1.4,SS,1702088369
495,kendari,-3.945,122.4989,303.35,65,100,1.04,ID,1702088370
496,juan griego,11.0817,-63.9655,298.84,90,46,5.37,VE,1702088370
497,nuuk,64.1835,-51.7216,274.49,60,98,7.72,GL,1702088371
498,christchurch,-43.5333,172.6333,300.0,21,74,8.75,NZ,1702088100
499,alesund,62.4723,6.1549,274.68,62,100,4.12,NO,1702088372
500,polva,58.0603,27.0694,258.16,99,93,1.35,EE,1702088372
501,inhambane,-23.865,35.3833,297.97,80,81,4.12,MZ,1702088135
502,pyin oo lwin,22.0333,96.4667,291.17,96,60,1.53,MM,1702088238
503,kerikeri,-35.2268,173.9474,293.92,56,67,3.2,NZ,1702088166
504,mangrol,21.1167,70.1167,294.03,61,0,4.84,IN,1702088374
505,khandyga,62.6667,135.6,242.06,96,100,0.66,RU,1702088375
506,fatezh,52.0891,35.8632,268.14,95,100,5.85,RU,1702088375
507,rabo de peixe,37.8,-25.5833,291.88,99,75,8.23,PT,1702088376
508,hami,42.8,93.45,272.6,41,100,2.79,CN,1702088141
509,sao jose da coroa grande,-8.8978,-35.1478,298.46,85,95,4.28,BR,1702088377
510,campo gallo,-26.5833,-62.85,295.66,54,0,4.79,AR,1702088377
511,pachino,36.7186,15.0907,287.34,83,100,7.47,IT,1702088378
512,urdinarrain,-32.6857,-58.8932,291.3,72,0,3.48,AR,1702088378
513,takoradi,4.8845,-1.7554,299.98,82,99,1.19,GH,1702088160
514,shahr-e babak,30.1165,55.1186,281.78,28,100,2.52,IR,1702088379
515,johnstown,40.3267,-78.922,283.34,68,20,2.57,US,1702088380
516,arraial do cabo,-22.9661,-42.0278,297.53,91,100,4.53,BR,1702088381
517,pervari,37.9357,42.5493,281.76,68,100,3.34,TR,1702088381
518,kozova,49.4354,25.1509,261.68,100,97,1.7,UA,1702088381
519,conceicao do araguaia,-8.2578,-49.2647,300.27,58,77,2.03,BR,1702088172
520,prince albert,53.2001,-105.7677,266.12,86,0,4.63,CA,1702088382
521,cooma,-36.2333,149.1333,304.49,27,100,7.22,AU,1702088325
522,antofagasta,-23.65,-70.4,290.75,81,50,2.29,CL,1702088383
523,kidal,18.4411,1.4078,295.13,15,100,3.65,ML,1702088384
524,wenxing,28.6667,112.8833,293.51,40,82,4.39,CN,1702088384
525,jiujiang,29.7333,115.9833,289.18,73,100,0.69,CN,1702088385
526,touros,-5.1989,-35.4608,299.45,79,100,6.59,BR,1702088385
527,sarai,53.7458,41.0213,260.82,89,100,5.07,RU,1702088385
528,sri dungargarh,28.0833,74.0167,287.55,37,0,1.52,IN,1702088386
529,altai,46.3722,96.2583,258.82,47,92,0.6,MN,1702088087
530,mbekenyera,-10.0,38.9833,294.83,97,60,0.91,TZ,1702088387
531,san pedro,14.35,121.0167,303.88,69,20,3.13,PH,1702088327
532,jinghong,21.991,100.7341,294.07,98,94,0.81,CN,1702088184
533,ahmetli,38.5196,27.9387,281.28,92,100,2.75,TR,1702088388
534,vangaindrano,-23.35,47.6,295.72,93,50,2.36,MG,1702088388
535,luanda,-8.8368,13.2343,298.15,85,75,1.03,AO,1702088208
536,isabela,6.7085,121.9711,300.18,66,8,0.98,PH,1702088390
537,freeport,40.6576,-73.5832,281.58,79,100,4.12,US,1702088390
538,villanueva de cordoba,38.3228,-4.6287,278.96,96,42,1.0,ES,1702088391
539,galveston,29.3669,-94.9669,296.21,88,0,7.2,US,1702088391
540,saipan,15.1355,145.701,303.54,70,40,9.26,MP,1702088122
541,holualoa,19.6228,-155.9522,298.06,80,40,5.14,US,1702088392
542,umea,63.8284,20.2597,266.11,93,100,4.12,SE,1702088393
543,santa rosalia,27.3167,-112.2833,289.47,70,0,1.92,MX,1702088393
544,magadan,59.5667,150.8,265.28,81,100,5.39,RU,1702088393
545,cabo san lucas,22.8909,-109.9124,298.01,70,0,2.06,MX,1702088174
546,yebaishou,41.3975,119.6408,270.4,40,1,2.28,CN,1702088394
547,puerto baquerizo moreno,-0.9,-89.6,296.74,88,92,5.05,EC,1702088395
548,nyborg,55.3127,10.7896,274.22,93,100,5.64,DK,1702088395
549,arteche,12.2645,125.4048,302.11,71,19,3.71,PH,1702088396
550,bonthe,7.5264,-12.505,299.81,81,0,1.95,SL,1702088397
551,loen,7.7601,168.2307,300.73,76,100,9.49,MH,1702088397
552,yung shue wan,22.2333,114.1167,298.83,79,8,1.34,HK,1702088397
553,pokhara,28.2333,83.9833,287.4,44,16,1.17,NP,1702088398
554,reggane,26.7158,0.1714,291.18,41,6,3.96,DZ,1702088398
555,mashhad,36.297,59.6062,276.23,81,0,0.0,IR,1702088399
556,bella vista,36.4295,-94.2316,290.71,83,75,7.2,US,1702088399
557,kataba,13.9833,44.3833,283.83,62,20,1.23,YE,1702088400
558,kencong,-8.2833,113.3667,302.88,66,43,1.97,ID,1702088400
559,brokopondo,4.75,-55.1667,297.89,90,13,4.25,SR,1702088401
560,choszczno,53.169,15.4205,272.97,88,100,3.56,PL,1702088401
561,zheshart,62.0731,49.5733,244.24,100,16,0.72,RU,1702088401
562,lamu,-2.2717,40.902,298.27,85,14,4.28,KE,1702088402
563,itoman,26.1247,127.6694,298.58,65,20,6.17,JP,1702088403
564,prineville,44.2999,-120.8345,274.21,80,75,2.06,US,1702088403
565,chaman,30.9236,66.4512,280.55,25,0,2.25,PK,1702088404
566,glace bay,46.1969,-59.957,274.14,80,100,8.23,CA,1702088338
567,newman,37.3138,-121.0208,283.87,60,24,0.89,US,1702088405
568,trairi,-3.2778,-39.2689,299.81,80,100,5.38,BR,1702088166
569,idri,27.5,13.2667,285.09,65,3,3.55,LY,1702088406
570,essaouira,31.5125,-9.77,292.87,55,45,4.12,MA,1702088203
571,acarau,-2.8856,-40.12,300.07,79,99,7.78,BR,1702088407
572,muroto-misakicho,33.2833,134.15,290.66,65,99,2.36,JP,1702088407
573,bredy,52.4153,60.3411,251.52,87,2,2.27,RU,1702088408
574,sinabang,2.4803,96.3801,300.78,79,100,0.93,ID,1702088409
575,qamdo,31.1667,97.2333,267.45,65,14,3.04,CN,1702088409
576,santana,-0.0583,-51.1817,302.25,79,40,3.6,BR,1702088410
577,dickinson,29.4608,-95.0513,296.24,90,75,6.69,US,1702088410
578,la ronge,55.1001,-105.2842,266.27,93,40,1.54,CA,1702088411
579,stonehaven,56.9637,-2.2118,281.71,99,100,7.79,GB,1702088411
580,mpanda,-6.3655,31.0409,291.09,99,100,1.21,TZ,1702088412
581,peterborough,52.5736,-0.2478,280.55,90,100,4.45,GB,1702088004
582,lusambo,-4.9667,23.45,293.93,98,100,0.96,CD,1702088413
